,pm2_5,pm2_5,pm2_5,pm2_5,Temperature,WindSpeed,Humidity,Pressure,traffic
2020-06-07 15:00:00,2.3369370460510255,2.531379993756612,2.2346111791474477,2.693038821220398,15.5,13.5,65.5,29.83,215.29387416666668
2020-06-07 16:00:00,1.382376151425498,1.6238338904721397,1.543059093611581,1.8860358715057373,15.0,9.0,72.0,29.86,230.8584991666667
2020-06-07 17:00:00,1.1128645300865174,1.4837138865675246,1.4130470434824625,1.8897905945777893,14.0,11.0,75.0,29.875,185.72376499999996
2020-06-07 18:00:00,1.3431601564089457,1.5241811831792196,1.718375809987386,1.887168010075887,14.0,7.5,72.0,29.89,128.22696916666666
2020-06-07 19:00:00,1.4164617300033568,1.634597118695577,1.792416776929583,2.114811333020528,14.0,12.0,72.0,29.92,110.01659416666666
2020-06-07 20:00:00,1.5557549366584191,1.9467217922210693,1.9740258625575475,2.1782151460647583,13.0,12.0,72.0,29.95,78.03907749999999
2020-06-07 21:00:00,2.307023075910715,2.9062977858952115,2.9126613991601125,,13.0,9.0,67.0,29.95,72.72271333333333
2020-06-07 22:00:00,3.7336473294666837,4.204874714215596,4.263490506580898,,12.0,8.0,77.0,29.98,55.535914000000005
2020-06-07 23:00:00,5.008002024430495,5.981586106618246,6.257671292622884,6.785648743311564,12.0,9.0,72.0,29.98,47.044247500000004
2020-06-08 00:00:00,5.771089871724446,6.752737011228289,6.601194262504578,7.294767284393311,12.0,9.0,72.0,29.98,33.64581333333334
2020-06-08 01:00:00,5.447095473607381,5.561474641164144,5.902605976377215,7.179271184481108,11.0,6.0,77.0,30.01,32.2686775
2020-06-08 02:00:00,6.086216109139579,6.597276528676351,6.898192185621995,8.091839790344238,11.0,8.0,77.0,30.01,28.74946083333334
2020-06-08 03:00:00,8.260301773364727,7.869256863227258,8.429669936498007,9.732612768809,11.0,12.0,77.0,30.01,32.867486666666665
2020-06-08 04:00:00,10.397467319781963,10.873904841286796,11.195491277254545,13.453222683497838,11.0,8.0,77.0,30.01,22.85654166666667
2020-06-08 05:00:00,11.567113240559896,11.611555906442495,12.905071599142891,15.230865682874407,11.0,10.0,77.0,30.04,38.287150000000004
2020-06-08 06:00:00,11.312834930419921,11.639504841395787,11.858783313206263,14.363117090861003,11.0,12.0,77.0,30.04,60.35676416666667
2020-06-08 07:00:00,8.337610823767525,9.291662289546085,9.177903141294207,10.549239540100098,11.0,13.0,74.5,30.07,156.39219
2020-06-08 08:00:00,7.695038905510535,7.9527379989624025,8.323602713071383,9.60748107092721,11.5,12.0,69.5,30.07,229.79688666666672
2020-06-08 09:00:00,8.670007578531902,8.869611501693726,9.15711954661778,10.555798258100237,12.5,8.0,65.0,30.08,236.99895500000002
2020-06-08 10:00:00,8.072681045532226,8.271825279508318,8.234466149256779,9.65442967414856,13.5,9.5,61.0,30.09,199.9536627272727
2020-06-08 11:00:00,6.951312128702799,7.820294107709612,7.5723956653050015,9.166682275136312,14.0,11.0,59.0,30.09,200.86310000000003
2020-06-08 12:00:00,7.302989653178623,7.509820111592611,8.352186393737792,8.903700351715088,14.0,8.5,59.0,30.09,197.58090333333334
